country,year,Current account balance (% of GDP),Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),Energy use (kg of oil equivalent per capita),Exports of goods and services (% of GDP),GDP (current US$),GDP deflator (base year varies by country),GDP growth (annual %),GDP per capita growth (annual %),GNI per capita (constant 2015 US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)","Labor force participation rate, total (% of total population ages 15+) (national estimate)","Life expectancy at birth, total (years)",Poverty headcount ratio at national poverty lines (% of population),"Unemployment, total (% of total labor force) (national estimate)"
Germany,2020 [YR2020],6.56729917459812,1.22072211603765,27.3718197393732,71.4074676896275,26.9885079767917,43.4769796664248,3887727161914.41,109.157730093011,-3.82676871619293,-3.90530358342936,43091.2805127119,37.6703792603996,0.144877925813982,60.558,81.0414634146342,16.0,3.881
Germany,2021 [YR2021],7.29412997795902,1.25058599112073,27.6190042422787,71.1304097666006,26.9885079767917,47.2795201039406,4278503934689.85,112.453898471344,3.16381994194575,3.12016297281919,44365.6887533525,41.8815740369597,3.06666666666673,60.588,80.790243902439,14.8,3.594
Germany,2022 [YR2022],4.28247800629438,1.24058627959026,26.8745922313803,71.8848308805623,26.9885079767917,50.9239297257281,4082469490797.68,118.378335794453,1.80620896724351,1.07495188724516,43878.0434315889,48.9564100381499,6.87257438551097,61.252,80.7056097560976,26.9885079767917,3.12
Germany,2023 [YR2023],5.89582998742866,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,47.1352483281406,,126.224461442788,-0.304934575740816,-1.11243585596384,44177.8407307687,42.9732890739501,5.94643667725823,61.469,26.9885079767917,26.9885079767917,3.068
India,2000 [YR2000],-0.982342580017139,59.6447285589934,16.3199193126825,24.035352403983,416.083287462528,12.9972363113479,468395521654.458,49.4572754437583,3.84099115659129,1.96595243714461,748.729200754792,13.9036865990995,4.0094359104519,57.2,62.669,26.9885079767917,2.731
India,2001 [YR2001],0.290495460210208,58.4700066260452,16.6642641747332,24.8657256618769,414.483430552776,12.5583796339108,485440139204.171,51.047631514634,4.82396626555771,2.94531936072761,771.808383188229,13.4348751195257,3.77929312235637,58.7,63.091,26.9885079767917,26.9885079767917
India,2002 [YR2002],1.37093793900847,57.326926169324,16.9283386121368,25.7447352185391,419.354274824374,14.2643839243147,514939140318.756,52.9444000776795,3.80397532112175,1.97590798376778,787.96766229609,15.2442790107467,4.29715203929563,26.9885079767917,63.616,26.9885079767917,26.9885079767917
India,2003 [YR2003],1.44355773291234,55.901386771343,17.4526470337314,26.6459582304147,422.057098828078,14.9479138581734,607700687237.318,54.9921825701831,7.8603814759073,6.01652056440179,835.308642396521,15.6445222747346,3.80585899528851,26.9885079767917,64.094,26.9885079767917,26.9885079767917
India,2004 [YR2004],0.110018010197153,54.4443254272337,17.994375700714,27.5612988720523,437.133075721326,17.8591249630479,709152728830.775,58.1407122653851,7.92293661199932,6.13260616679665,886.523246441697,19.6446890963991,3.76725173477515,26.9885079767917,64.524,37.2,26.9885079767917
India,2005 [YR2005],-1.25350400207393,53.06525537808,18.4471648508297,28.4875800306627,447.027936261479,19.6052466948335,820383763511.445,61.4093268655269,7.92343062148318,6.20601103217038,941.337451598622,22.3964229200356,4.24634362031922,60.242,64.996,26.9885079767917,3.804
India,2006 [YR2006],-0.988988302952292,52.7842666083331,19.0395481140648,28.1761928902084,463.39977792134,21.2679414221966,940259888787.721,66.5682864752233,8.06073257166651,6.42604471329771,1001.20487300826,24.4565390770687,5.79652337561634,26.9885079767917,65.412,26.9885079767917,26.9885079767917
India,2007 [YR2007],-0.66371764877261,52.3689385382476,19.8286208671996,27.8024405945528,482.456440111541,20.7996997489032,1216736438834.96,71.1910667115851,7.6608150670107,6.09362578143026,1066.02145481718,24.8865689304448,6.37288135593231,26.9885079767917,65.788,26.9885079767917,26.9885079767917
India,2008 [YR2008],-2.58337749259837,52.1381760245596,20.4413601895782,27.4204713140263,499.038799581952,24.0973572601391,1198895139005.92,77.7363517617385,3.08669805921981,1.63078058917779,1081.5545196068,29.2708631790835,8.34926704907581,26.9885079767917,66.149,26.9885079767917,26.9885079767917
India,2009 [YR2009],-1.95146209111801,51.6067057038206,21.3716414500999,27.0216526083686,541.994376843597,20.4005193743564,1341888016994.9,83.2092750021032,7.86188883286074,6.37170938841676,1150.42159881096,25.8723502685274,10.8823529411764,26.9885079767917,66.513,29.8,26.9885079767917
India,2010 [YR2010],-3.25348368945179,51.0560741481718,22.3778885601175,26.5660428763685,558.786561604894,22.4009332487945,1675615519484.96,91.9679089631846,8.49758470221235,7.01317458100183,1225.00779844503,26.8542732486216,11.9893899204244,54.732,66.909,26.9885079767917,3.115
India,2011 [YR2011],-3.42928468605951,49.0791045489437,23.5336146632396,27.3872807878167,574.624111911931,24.5404113195634,1823051829895.13,99.9999988608692,5.24131619938926,3.8180743120835,1274.32263888214,31.0834686939485,8.91179336483371,26.9885079767917,67.359,21.9,26.9885079767917
India,2012 [YR2012],-5.00488971805156,47.0881568092011,24.6920332739296,28.2198099168694,595.062341209912,24.5344306614108,1827637590410.95,107.934386248432,5.45638755164701,4.06082238436569,1322.10073381384,31.259291067324,9.47899691419801,53.423,67.887,26.9885079767917,3.222
India,2013 [YR2013],-2.64566711733909,46.2013112257312,24.7570409842921,29.041645765938,600.966036887893,25.4308613005206,1856721507621.46,114.611751371953,6.38610640092348,5.01461186438419,1387.38574632188,28.4132706461605,10.0178784746102,26.9885079767917,68.46,26.9885079767917,26.9885079767917
India,2014 [YR2014],-1.33950896483403,45.2375993481647,24.8832687203732,29.8791319314622,630.900867833184,22.9679630081088,2039126479155.27,118.430336326022,7.41022760516408,6.08618022720231,1472.77621343589,25.9542227389401,6.66565671867899,26.9885079767917,69.074,26.9885079767917,26.9885079767917
India,2015 [YR2015],-1.06754907167993,44.2728761788081,24.9805145235319,30.7466167128472,26.9885079767917,19.8131891564097,2103588360044.39,121.130060189743,7.99625378566586,6.72106763062213,1571.72538406545,22.1097247094659,4.90697344127256,26.9885079767917,69.636,26.9885079767917,26.9885079767917
India,2016 [YR2016],-0.527880606037402,43.2368210040497,25.1798540083446,31.5833249876057,26.9885079767917,19.1582349105904,2294796885663.67,125.052221196656,8.25630550178155,6.98098970132099,1681.65295257205,20.9242508026768,4.94821634062141,26.9885079767917,70.117,26.9885079767917,26.9885079767917
India,2017 [YR2017],-1.43948820320981,42.2682554389655,25.2623110203201,32.4694316284129,26.9885079767917,18.7917648392972,2651474262755.59,130.015866407521,6.79538341898569,5.56833351357884,1776.45620973375,21.9507321152231,3.32817337461298,26.9885079767917,70.467,26.9885079767917,26.9885079767917
India,2018 [YR2018],-2.42697545810581,41.2949997088292,25.365874287267,33.3391278948964,26.9885079767917,19.9278285988606,2702929641648.14,135.065995050433,6.4538513449766,5.30240867857299,1871.03818712622,23.689140733538,3.9388264669163,47.56,70.71,26.9885079767917,7.652
India,2019 [YR2019],-1.04961203910048,40.6518195581414,25.2511114638605,34.097078435209,26.9885079767917,18.6642648972528,2835606256558.84,138.315030740189,3.87143694070957,2.81187310225657,1925.87075056052,21.2411386333823,3.72950573539129,49.351,70.91,26.9885079767917,6.51
India,2020 [YR2020],1.22362111042809,44.6754943536434,23.7036490372409,31.6208566091156,26.9885079767917,18.6824769296784,2674851578586.86,144.974702950814,-5.77772470687434,-6.6734705465819,1788.4232187596,19.0756283996041,6.62343677628535,50.455,70.15,26.9885079767917,7.859
India,2021 [YR2021],-1.05524166809382,44.0791914844375,24.4704808705081,31.4503256486145,26.9885079767917,21.3991583305511,3167270623260.52,157.087205592233,9.68959249191211,8.81860584308893,1949.61257718567,24.0239304534927,5.13140747176369,51.145,67.24,26.9885079767917,6.38
India,2022 [YR2022],-2.35728753316098,42.8609336132324,26.1203240533855,31.018738541353,26.9885079767917,23.2004878372124,3353470496885.95,167.686685341603,6.98703932576051,6.2615994901934,2067.40360055128,26.7648321318258,6.69903414079852,52.354,67.744,26.9885079767917,4.822
India,2023 [YR2023],-0.910903481891322,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,21.8916433086291,3549918918777.53,169.978068777188,7.58397112433558,6.72138141442038,2206.70163191463,23.962284840372,5.64914318907925,55.755,26.9885079767917,26.9885079767917,4.172
Indonesia,2000 [YR2000],4.84306452849134,45.2779835441989,17.437066549471,37.2849488484806,727.117768243486,40.9773084738704,165021012077.81,33.7181515317145,4.92006774777576,3.41271420371963,26.9885079767917,30.4595674435027,3.68861915958352,67.756,66.433,19.1,6.078
Indonesia,2001 [YR2001],4.30104853135351,43.7706787363428,18.7387016558152,37.4906300795132,733.782413395323,39.0321390955111,160446947784.909,38.5384025248226,3.64346644786215,2.19224697535924,26.9885079767917,30.7610684301127,11.5001148791768,67.129,66.758,18.4,6.082
Indonesia,2002 [YR2002],3.99852690784087,44.3382485539876,18.761590680411,36.9001607656014,750.645380553915,32.6876208878375,195660611165.183,40.8106466601797,4.49947538889633,3.07396717215921,26.9885079767917,26.3918408785348,11.9001175663778,65.977,67.134,18.2,6.604
Indonesia,2003 [YR2003],3.45304287667862,46.3789036245868,17.7093513677374,35.9117439696265,742.771660949565,30.4776547809661,234772463823.808,43.05010197552,4.78036912376109,3.38769983664584,26.9885079767917,23.1388389663355,6.75731719362853,65.671,67.413,17.4,6.658
Indonesia,2004 [YR2004],0.60856132991737,43.3299517500336,18.0046423956657,38.6654048270675,781.802006868282,32.2166946182599,256836875295.452,46.7311986824197,5.03087394494024,3.70207032744014,26.9885079767917,27.5446002184312,6.06405988526521,65.675,65.75,16.7,7.303
Indonesia,2005 [YR2005],0.0970882462390686,43.9947772052141,18.7623381789085,37.2428846158774,785.675596524176,34.0672676279992,285868619196.085,53.428614580129,5.69257130261316,4.36841866653896,26.9885079767917,29.9206682408643,10.4531984193865,64.399,67.649,16.0,7.945
Indonesia,2006 [YR2006],2.97870868013903,42.0641151829352,18.5912027659762,39.3446820510885,793.773030103565,31.0347163143166,364570515618.357,60.9553302759475,5.50095178537065,4.13903544058229,26.9885079767917,25.6224105005701,13.1086720985296,64.208,67.914,17.8,7.551
Indonesia,2007 [YR2007],2.42726412696792,41.2611809267666,18.8157558229521,39.9230730246197,779.737358982463,29.4357184851264,432216737774.861,67.8180340032293,6.34502222761846,4.95904841842633,26.9885079767917,25.3935314930811,6.40656281325701,66.227,68.189,16.6,8.06
Indonesia,2008 [YR2008],0.0246933252771879,41.0961679594592,18.4416407538272,40.4621912867136,784.87765538394,29.8082841674702,510228634990.598,80.1268384774862,6.01370359922831,4.64217359780631,26.9885079767917,28.7531154639902,10.2266645473148,66.373,68.226,15.4,7.209
Indonesia,2009 [YR2009],1.96977056222027,40.4536715345448,18.295618546858,41.2507099185972,837.709531144987,24.1591196684448,539580085616.492,86.7571359930639,4.62887118346032,3.30690394106003,26.9885079767917,21.3530016999156,4.38641555014731,66.047,68.494,14.2,6.106
Indonesia,2010 [YR2010],0.681277286848337,39.1280807122519,18.6543804676066,42.2175388201416,869.232966783722,24.2990309366233,755094157621.936,100.0,6.2238541798264,4.90272857873705,2620.96279596626,22.4022429387332,5.13420400767928,66.583,68.679,13.3,5.614
Indonesia,2011 [YR2011],0.188703954012605,37.1928800903564,19.9904833231347,42.8166365865089,826.870953225005,26.3273530892169,892969104563.171,107.465943033675,6.16978420771008,4.84490570055715,2744.51556827581,23.8526600956162,5.3560477898215,66.913,68.823,12.5,5.153
Indonesia,2012 [YR2012],-2.66027359471414,35.9307263113803,21.0700962485372,42.9991774400825,847.172044086569,24.5943787881769,917869913332.649,111.500084236182,6.03005065305615,4.70670292023203,2873.8465166739,24.9885195110858,4.27949999641975,67.416,68.973,12.0,4.468
Indonesia,2013 [YR2013],-3.18996482895809,34.9751815000232,20.9541204929645,44.0706980070123,858.805727435958,23.9235763797156,912524136718.018,117.03716759416,5.5572636889101,4.28477845676873,2992.23078408996,24.7137962959665,6.41251330156418,66.757,69.264,11.4,4.336
Indonesia,2014 [YR2014],-3.08816907525921,34.2823897979263,21.3958873380743,44.3217228639994,880.12100202521,23.665984596562,890814755533.537,123.407704913933,5.006668425755,3.79614076779593,3095.38412880221,24.4141909888443,6.39492540819922,66.624,69.533,11.3,4.049
Indonesia,2015 [YR2015],-2.03504192745968,33.0438540312869,22.038455951212,44.9176900175011,26.9885079767917,21.1601792601373,860854232686.214,128.319631030817,4.87632230022123,3.71774546908827,3212.36838529982,20.7774609813453,6.36312113115612,66.579,69.699,11.2,4.514
Indonesia,2016 [YR2016],-1.81915089251385,31.820431230503,21.7238419570356,46.4557251712897,26.9885079767917,19.0889938535584,931877364037.698,131.449249420225,5.03306918280177,3.92669809073649,3342.78678720821,18.332347948917,3.5258051568793,66.314,69.798,10.9,4.301
Indonesia,2017 [YR2017],-1.59465689989364,30.7900320930918,22.0176763295734,47.1922891745518,26.9885079767917,20.1773044351849,1015618744159.73,137.091942591614,5.06978590134916,4.0176256075747,3477.09500909155,19.1781926356863,3.80879806953157,66.694,69.936,10.6,3.783
Indonesia,2018 [YR2018],-2.93907291477017,29.7132444685211,22.2727710890706,48.0139836579359,26.9885079767917,21.0027464970783,1042271532988.63,142.326556547384,5.17429153955024,4.16298429125608,3628.05155854577,22.0715624577963,3.1983464156241,67.652,70.338,9.8,4.387
Indonesia,2019 [YR2019],-2.7056619813955,28.7239298174986,22.2977652142744,48.9783125836612,26.9885079767917,18.5915277973681,1119099871350.2,144.601630186014,5.01928768046282,4.03913565656795,3773.35722948772,19.0362497389257,3.03058664969487,68.238,70.518,9.4,3.59
Indonesia,2020 [YR2020],-0.418606247736126,29.5715827857622,21.5353714015444,48.8930542533037,26.9885079767917,17.3311682847479,1059054842698.48,144.020835663022,-2.06551182934165,-2.88509409342301,3677.39073449883,15.6410071156049,1.9209680056685,67.401,68.808,9.8,4.255
Indonesia,2021 [YR2021],0.295885914526078,28.9872037416646,21.7614342789652,49.251368943434,26.9885079767917,21.4165556390653,1186509691086.73,152.667808069412,3.70288562827751,2.9849400734317,3784.32776183495,18.7882026359018,1.56012990525673,65.868,67.57,10.1,3.827
Indonesia,2022 [YR2022],1.00184767461248,29.2848628192389,21.867968440679,48.8471687400821,26.9885079767917,24.5037442007268,1319076267310.16,167.273059180925,5.30741934775764,4.6392086044409,3953.11058222835,20.9621544809476,4.20946383402165,67.018,68.25,9.5,3.462
Indonesia,2023 [YR2023],-0.137078899127899,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,21.7465817671945,1371171152331.16,169.837478413828,5.04810577067288,4.27868685362591,4132.13778970846,19.5690849947929,3.67013142377007,26.9885079767917,26.9885079767917,9.4,26.9885079767917
Italy,2000 [YR2000],-0.270933687749188,5.23185312925882,31.7896068731097,62.9785447690869,3012.19499987601,25.6277321000853,1146676894209.73,74.7762397729572,3.78695514323979,3.73994653301939,32299.9808965074,24.7778577250385,2.53768532095002,52.707,79.7780487804878,26.9885079767917,10.856
Italy,2001 [YR2001],0.155317844415399,5.21018714723599,31.7381249813442,63.0516878714198,3020.62119454278,25.6490116681011,1168023426056.38,77.0446458199659,1.95137155605238,1.89412399481279,33061.5838300121,24.3857929628241,2.78516542713554,53.021,80.1268292682927,26.9885079767917,9.623
Italy,2002 [YR2002],-0.491647995845654,4.92535894441787,31.5989582425604,63.4756828130217,3037.2669647055,24.4074673383008,1276769338449.3,79.5673509246782,0.253942998968455,0.104759513559856,33166.7726320292,23.6504569605133,2.46532319171165,53.666,80.2292682926829,26.9885079767917,9.231
Italy,2003 [YR2003],-0.768790406982167,4.71599979722976,31.7586126138372,63.5253921110168,3168.52902114021,23.3021929123911,1577621707050.51,82.0719783056347,0.138626890776507,-0.305508789463317,33116.8168946144,22.846651865801,2.6725555277285,54.196,79.9829268292683,18.9,8.888
Italy,2004 [YR2004],-0.497026061316597,4.13690523571036,30.8375759195197,65.0255232425235,3169.93264162306,24.0098284192385,1806542968545.56,84.2634508770757,1.42359415817907,0.769317663351927,33397.6431095507,23.4205019696086,2.20673661423657,55.08,80.7804878048781,19.2,7.881
Italy,2005 [YR2005],-0.899507101205331,4.19831045149176,30.6842069196215,65.1174870442986,3214.67412061146,24.6010923817882,1858217147203.73,85.9576163462017,0.817848973650598,0.323656244406962,33395.6407252919,24.6999183803436,1.9852929852798,54.623,80.7829268292683,19.3,7.745
Italy,2006 [YR2006],-1.4527229699455,4.27257924756058,30.0505512774362,65.6768694750032,3175.79987086883,26.1734884330826,1949551719389.64,87.7840901220716,1.79063968081796,1.48515735957702,33702.6666836498,26.9946907515411,2.09084391012754,54.759,81.2829268292683,19.5,6.79
Italy,2007 [YR2007],-1.36143428419417,3.96704603522044,30.1311836695077,65.9017702952718,3149.57655346296,27.3610422532316,2213102482751.46,89.9602531214569,1.48707298036786,0.975922132963376,34032.2187657726,27.7004133784664,1.82974112202403,54.557,81.4341463414634,18.9,6.088
Italy,2008 [YR2008],-2.75676025621801,3.69907769030736,29.8006119095811,66.5003018184109,3087.5663310273,26.8627746947944,2408655348718.59,92.1199320167365,-0.962012840579291,-1.61594062742927,32928.7142732054,27.6301011040243,3.34783258401022,55.057,81.4853658536585,18.4,6.737
Italy,2009 [YR2009],-1.83691265703513,3.69075419326421,29.2387713508638,67.0704657162634,2869.92071205584,22.3991617339964,2199928804118.63,93.6664773251959,-5.2809372082931,-5.71150838276657,31755.2745365367,23.0196000534853,0.774768131387381,54.478,81.6365853658537,18.7,7.764
Italy,2010 [YR2010],-3.31535429352581,3.76818699709686,28.6090783727727,67.6227302250993,2930.58852412547,25.0740498513169,2136099955236.67,94.0752008691485,1.71329583916922,1.40091534299962,31809.7907000862,26.932138522965,1.52551602118248,54.295,82.0365853658537,19.8,8.381
Italy,2011 [YR2011],-2.82389050268902,3.68074588613524,28.28856969008,68.0306888177189,2828.40489139601,26.8724634660876,2294994296589.5,95.5871558446927,0.707333347034435,0.534287439584816,31728.7762692596,28.2730589939396,2.78063272879323,54.367,82.1878048780488,19.5,8.377
Italy,2012 [YR2012],-0.245779424694012,3.69245645293059,27.582341150162,68.7252023969074,2709.29772810307,28.3792428359574,2086957656821.6,97.0661772838933,-2.98090576823772,-3.24206011995115,30621.6941772233,27.2754780086443,3.04136333226775,55.533,82.2390243902439,19.3,10.678
Italy,2013 [YR2013],1.15618758899074,3.60134582425307,27.046986425053,69.3516722462455,2579.47254262663,28.6332430796987,2141924094298.56,98.1801185952782,-1.84106545088248,-2.97240379999698,29822.6964868907,26.2343363170751,1.21999342274306,55.327,82.690243902439,19.4,12.175
Italy,2014 [YR2014],1.86445189260353,3.64304646775169,26.9014233322483,69.4555391846057,2414.48400158318,29.1088281864091,2162009615996.54,99.0767399493526,-0.00454754236383792,-0.917813879753353,29802.0498453124,26.2132869642331,0.241047429826756,55.773,83.090243902439,19.9,12.717
Italy,2015 [YR2015],1.43573384558626,3.75137567244564,26.6003012984742,69.6483230290802,2481.75464546017,29.7159823723612,1836637711060.55,100.0,0.778304350716581,0.875477401786128,30033.3108209013,26.7021937892476,0.0387903996579733,55.861,82.5439024390244,20.6,11.929
Italy,2016 [YR2016],2.64699630732531,3.88444905469711,26.1223289326616,69.9932220126413,26.9885079767917,29.3278907466434,1877071687633.78,101.134350020373,1.29346273155907,1.46569044434084,31028.5728606454,26.0397120675783,-0.09401665691575,56.621,83.2439024390244,20.3,11.725
Italy,2017 [YR2017],2.70681137901311,3.78281400800269,26.0027828866141,70.2143856938421,26.9885079767917,30.733733319636,1961796197354.36,101.868932515805,1.66785904106857,1.82033385192226,31554.9903110957,27.8704426276557,1.22653316645812,57.108,82.9463414634147,20.3,11.242
Italy,2018 [YR2018],2.58066934226127,3.75688071929927,26.1040970605648,70.1390179055967,26.9885079767917,31.3535542007886,2091932426266.98,102.95702722981,0.925810941012742,1.11781661979235,32036.4922003981,28.9499970418731,1.13748763600391,57.305,83.3463414634146,20.1,10.639
Italy,2019 [YR2019],3.24723455183017,3.88986846738604,25.8672063052326,70.2429123679578,26.9885079767917,31.6024197276206,2011302198827.45,103.922881655243,0.483198316597154,1.64850339347826,32546.0465897561,28.2765604958343,0.611246943765304,57.332,83.4975609756098,20.0,9.982
Italy,2020 [YR2020],3.95774346697372,3.98195642622326,26.3719180809811,69.6461298694569,26.9885079767917,29.4322770258695,1897461635591.91,105.564002139698,-8.97419212060699,-8.52972827622958,30180.6694212798,25.8334287440019,-0.13770757391651,55.797,82.1951219512195,20.1,9.19
Italy,2021 [YR2021],2.39222238893012,4.05017290974677,26.6394616898415,69.3103654004117,26.9885079767917,32.1129144811235,2154875493744.93,106.892389411102,8.3102399077017,8.87012965883184,32429.4450308552,29.9550324144456,1.87378325762481,55.934,82.6463414634146,20.1,9.532
Italy,2022 [YR2022],-1.58605386473841,3.78754570466563,26.8712579854071,69.3411877393651,26.9885079767917,36.5074016512148,2066972096553.7,110.745411278876,3.98589744251659,4.32595392769208,32661.2318061232,38.1371883619182,8.20128991161718,56.779,82.9,26.9885079767917,8.092
Italy,2023 [YR2023],0.512302134008723,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,35.054543651513,2254851212731.8,116.585254314135,0.920692213760276,1.22859908779216,33616.7317307034,33.6732001659557,5.62219442195901,49.872,26.9885079767917,26.9885079767917,7.627
Japan,2000 [YR2000],2.63045548903539,4.94788326791055,31.4002122323917,63.6519060482515,4083.83169745276,10.4634942027505,,110.950626328749,2.76464755143648,2.59289108650813,33299.7980620749,9.09887738115494,-0.676578683595175,62.443,81.0760975609756,26.9885079767917,4.748
Japan,2001 [YR2001],1.97087092323799,4.75650472637348,30.6984751259917,64.5450185897397,4008.26803199396,10.0767999632844,4374711694090.87,109.74694534231,0.386103426145752,0.144511690084897,33394.1275781874,9.48280450872269,-0.740055504162738,61.993,81.4163414634146,26.9885079767917,5.02
Japan,2002 [YR2002],2.60256520794998,4.55769174856871,29.9238469288042,65.5184613226271,3991.97756679352,10.8554456072287,4182846045873.61,108.22038880159,0.0419624993125609,-0.190392013612978,33282.4517240756,9.5916764589296,-0.923494026942321,61.234,81.6907317073171,26.9885079767917,5.386
Japan,2003 [YR2003],3.08393890811208,4.49909738841175,29.7510089686666,65.7498968064278,3953.18450805681,11.4658015766594,,106.480525598542,1.53512549928013,1.31809196241525,33653.6842111024,9.86032369115249,-0.256541816316025,60.766,81.76,26.9885079767917,5.251
Japan,2004 [YR2004],3.71938350458585,4.48108507651096,28.945367643907,66.5735472795821,4078.21054155807,12.7862646247862,,105.282868424224,2.1861156944216,2.15172332918605,34324.43401129,10.8780887981112,-0.00857338820310272,60.42,82.030243902439,26.9885079767917,4.734
Japan,2005 [YR2005],3.52114065640567,4.31962578930282,28.5145129007224,67.1658613099748,4062.97904878182,13.8158957221159,,104.025772360633,1.80390087227372,1.79433980060388,34778.7638050557,12.4140588557406,-0.282946068764391,60.418,81.9551219512195,26.9885079767917,4.446
Japan,2006 [YR2006],3.79586172862875,4.15887983846819,28.4623889655883,67.3787296336436,4053.88343735824,15.6573740466117,,103.129051073348,1.37235012762038,1.30812718300903,35063.1325724756,14.3590020520575,0.249355116079085,60.423,82.3219512195122,26.9885079767917,4.192
Japan,2007 [YR2007],4.62330048259256,4.11796561044691,28.1434468930513,67.7385890518849,4012.65424488871,17.2891273707229,,102.401740095055,1.48396941163492,1.36742232603785,35482.6568042438,15.5274506811561,0.060039454498669,60.395,82.5070731707317,26.9885079767917,3.888
Japan,2008 [YR2008],2.78294234789656,4.10389610308524,27.6009466232163,68.2951541518785,3858.43452050944,17.2355433764071,,101.468317218358,-1.22428900072828,-1.27210994887062,34340.9045066279,16.8939331648175,1.3800788616492,60.155,82.5875609756098,26.9885079767917,4.002
Japan,2009 [YR2009],2.75409583494435,4.06416270357774,26.3823917339491,69.5534455624731,3678.51113263099,12.41956574798,,100.890389273876,-5.69323635882266,-5.68145234031182,32848.2263487781,11.9706007858756,-1.35283672951719,59.864,82.9314634146342,26.9885079767917,5.068
Japan,2010 [YR2010],3.83547896264376,3.93845929700602,25.7979583190946,70.2635919272144,3893.26660420083,14.9185034496428,,98.9929013993449,4.09791791930137,4.07922304843274,33974.4477899066,13.5799692441961,-0.728243207517779,59.579,82.8426829268293,26.9885079767917,5.103
Japan,2011 [YR2011],2.07915328846556,3.69915934562791,25.6801440526772,70.6206981914136,3610.81216900174,14.7744622613499,,97.3871570967524,0.0238095237748297,0.209251802819637,33723.0886376769,15.4204984672798,-0.27245561610124,59.249,82.5912195121951,26.9885079767917,4.55
Japan,2012 [YR2012],0.958442611412041,3.7525227767779,25.4775630837768,70.7699157324971,3537.3631698125,14.4147746129824,,96.6508195026135,1.37475099920874,1.53678665884595,34126.5129975736,16.0561363041928,-0.0440645104432602,59.012,83.0960975609756,26.9885079767917,4.358
Japan,2013 [YR2013],0.889785415808863,3.59282408811438,25.3643513374312,71.0428245744544,3567.62935383891,15.7841567318773,,96.3083131084904,2.0051001767726,2.15237106564643,34948.3291925872,18.1946119190738,0.335037912184741,59.245,83.3319512195122,26.9885079767917,4.038
Japan,2014 [YR2014],0.742322049627637,3.52486794987717,25.3059905094257,71.1691415406971,3470.76312894811,17.4186553484795,,97.9323551711804,0.296205514142628,0.429381122520397,35128.4209140498,20.0127792201784,2.75922671353253,59.443,83.5878048780488,26.9885079767917,3.589
Japan,2015 [YR2015],3.0702796590698,3.49772464342973,25.0839074279993,71.4183694940738,3428.55721600428,17.4367598376529,,100.0,1.56062669674904,1.66846511711745,36335.80960283,17.990648516827,0.795279630579839,59.499,83.7939024390244,26.9885079767917,3.385
Japan,2016 [YR2016],3.93809128404803,3.38371104232752,24.7750105425376,71.8412784151349,26.9885079767917,16.0579692360598,,100.419944376057,0.753826745903538,0.805362824616168,36786.7365102654,15.2522776095286,-0.127258844489754,59.986,83.9848780487805,26.9885079767917,3.132
Japan,2017 [YR2017],4.12036966283801,3.32515775145346,24.7571044142173,71.9177378343292,26.9885079767917,17.5914391047836,,100.345282645769,1.67533175166503,1.75861180161441,37293.1070079564,16.831774467385,0.484199796126385,60.444,84.099756097561,26.9885079767917,2.822
Japan,2018 [YR2018],3.51661817468288,3.3967349360255,24.4385759037909,72.1646997014502,26.9885079767917,18.3149455985223,,100.345044319313,0.643391023460339,0.771168471432347,37342.2013160392,18.2949862035848,0.989094598021848,61.446,84.2109756097561,26.9885079767917,2.467
Japan,2019 [YR2019],3.45076611445329,3.26564162373623,24.2499277641083,72.4844306121554,26.9885079767917,17.4635264275221,,100.982037837271,-0.402169200910933,-0.262170828589063,37329.7877046462,17.7528916808924,0.46877615938395,62.008,84.3563414634146,26.9885079767917,2.351
Japan,2020 [YR2020],2.96758662260168,3.14789630686643,24.0472962410101,72.8048074521235,26.9885079767917,15.528515498653,,101.932732930346,-4.14711889947692,-3.86470966963243,36120.4632938584,15.7972776256456,-0.024995834027731,61.947,84.56,26.9885079767917,2.809
Japan,2021 [YR2021],3.90347308918604,3.16976617016114,23.7122832939006,73.1179535496929,26.9885079767917,18.1254766352366,,101.7389989412,2.55932023865617,3.0321308280439,37142.2843189856,18.6460066518101,-0.233352779398264,62.124,84.4456097560976,26.9885079767917,2.828
Japan,2022 [YR2022],2.1209640548233,3.10089157935833,23.5516575956172,73.3474508250245,26.9885079767917,21.5417231170208,4256410760723.75,102.078786724951,0.954736937781391,1.40382237505176,37124.3619215127,25.3020090221706,2.49770278172255,62.5,83.9963414634146,26.9885079767917,2.6
Japan,2023 [YR2023],3.57684749591345,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,26.9885079767917,4212945159781.4,105.909407854956,1.92305553064716,2.42101118299132,26.9885079767917,26.9885079767917,3.26813365933163,62.9,26.9885079767917,26.9885079767917,2.6
